rivid,classification,strmOrder
110113862,extremely wet,2
110424806,extremely wet,2
110365766,extremely wet,2
110123046,extremely wet,2
110322470,extremely wet,2
110133542,wet,2
110369702,normal range,2
110368390,wet,2
110151910,normal range,2
110323782,normal range,2
110371014,normal range,2
110326406,normal range,2
110329030,normal range,2
110183398,normal range,2
110187334,normal range,2
110331654,wet,2
110335590,normal range,2
110381510,wet,2
110205702,extremely wet,2
110339526,extremely wet,2
110346086,extremely wet,2
110343462,wet,2
110237190,wet,2
110243750,wet,2
110248998,normal range,2
110355270,wet,2
110256870,normal range,2
110347398,normal range,2
110351334,normal range,2
110353958,normal range,2
110401190,normal range,2
110281798,normal range,2
110389382,normal range,2
110292294,normal range,2
110302790,normal range,2
110271303,normal range,2
110006279,normal range,2
110342151,normal range,2
110014151,normal range,2
110028583,normal range,2
110272615,normal range,2
110297543,normal range,2
110275239,normal range,2
110048263,wet,2
110052199,extremely wet,2
110276551,wet,2
110062695,extremely wet,2
110070567,extremely wet,2
110083687,extremely wet,2
110280487,normal range,2
110302791,normal range,2
110283111,normal range,2
110304103,normal range,2
110305415,normal range,2
110322471,extremely wet,2
110163719,extremely wet,2
110284423,extremely wet,2
110325095,wet,2
110306727,wet,2
110175527,wet,2
110186023,normal range,2
110193895,normal range,2
110420871,normal range,2
110287047,normal range,2
110226695,normal range,2
110235879,normal range,2
110308039,normal range,2
110309351,normal range,2
110250311,normal range,2
110310663,normal range,2
110290983,normal range,2
110326407,normal range,2
110313287,normal range,2
110327719,normal range,2
110293607,normal range,2
110006280,normal range,2
110011528,extremely wet,2
110018088,wet,2
110384136,wet,2
110305416,wet,2
110339528,wet,2
110306728,normal range,2
110067944,normal range,2
110371016,normal range,2
110308040,normal range,2
110385448,normal range,2
110088936,normal range,2
110095496,extremely wet,2
110310664,wet,2
110100744,extremely wet,2
110104680,wet,2
110346088,wet,2
110116488,wet,2
110125672,wet,2
110134856,normal range,2
110348712,normal range,2
110388072,normal range,2
110352648,normal range,2
110419560,normal range,2
110314600,normal range,2
110355272,normal range,2
110441864,normal range,2
110322472,normal range,2
110180776,normal range,2
110187336,normal range,2
110315912,normal range,2
110201768,wet,2
110321160,normal range,2
110208328,wet,2
110225384,extremely wet,2
110357896,wet,2
110359208,wet,2
110360520,extremely wet,2
110393320,wet,2
110329032,wet,2
110254248,normal range,2
110416936,normal range,2
110264744,normal range,2
110269992,normal range,2
110325096,normal range,2
110327720,normal range,2
110382824,normal range,2
110290985,normal range,2
110007593,normal range,2
110292297,normal range,2
110019401,normal range,2
110372329,extremely wet,2
110376265,wet,2
110033833,normal range,2
110325097,wet,2
110043017,wet,2
110273929,wet,2
110294921,normal range,2
110056137,normal range,2
110065321,normal range,2
110277865,normal range,2
110356585,normal range,2
110085001,normal range,2
110091561,normal range,2
110107305,normal range,2
110335593,normal range,2
110281801,normal range,2
110144041,normal range,2
110304105,normal range,2
110308041,wet,2
110395945,wet,2
110310665,extremely wet,2
110184713,extremely wet,2
110313289,wet,2
110315913,normal range,2
110199145,normal range,2
110317225,wet,2
110228009,normal range,2
110384137,normal range,2
110287049,normal range,2
110385449,normal range,2
110319849,normal range,2
110246377,normal range,2
110258185,normal range,2
110321161,extremely wet,2
110457609,normal range,2
110289673,normal range,2
110390697,wet,2
110011530,wet,2
110397258,extremely wet,2
110398570,wet,2
110336906,extremely wet,2
110031210,wet,2
110319850,wet,2
110040394,normal range,2
110046954,normal range,2
110058762,normal range,2
110367082,normal range,2
110321162,normal range,2
110393322,wet,2
110071882,wet,2
110325098,normal range,2
110075818,normal range,2
110369706,normal range,2
110090250,normal range,2
110326410,normal range,2
110329034,normal range,2
110107306,normal range,2
110330346,normal range,2
110120426,wet,2
110126986,extremely wet,2
110399882,extremely wet,2
110339530,extremely wet,2
110344778,wet,2
110346090,wet,2
110385450,normal range,2
110332970,wet,2
110150602,normal range,2
110172906,normal range,2
110401194,normal range,2
110182090,normal range,2
110186026,normal range,2
110415626,wet,2
110205706,normal range,2
110209642,normal range,2
110334282,normal range,2
110216202,normal range,2
110356586,normal range,2
110351338,normal range,2
110233258,normal range,2
110353962,normal range,2
110247690,wet,2
110355274,extremely wet,2
110275242,normal range,2
110285738,wet,2
110357898,wet,2
110335594,wet,2
110300170,wet,2
110361834,normal range,2
110311978,wet,2
110364458,normal range,2
110003659,wet,2
110289675,normal range,2
110290987,normal range,2
110039083,normal range,2
110292299,normal range,2
110258187,normal range,2
110259499,normal range,2
110264747,normal range,2
110325099,normal range,2
110090251,normal range,2
110105995,normal range,2
110112555,normal range,2
110120427,normal range,2
110348715,normal range,2
110124363,extremely wet,2
110298859,extremely wet,2
110142731,wet,2
110300171,extremely wet,2
110159787,extremely wet,2
110269995,normal range,2
110193899,normal range,2
110197835,normal range,2
110301483,normal range,2
110305419,normal range,2
110271307,normal range,2
110272619,normal range,2
110273931,normal range,2
110332971,normal range,2
110306731,normal range,2
110234571,normal range,2
110245067,normal range,2
110308043,wet,2
110277867,extremely wet,2
110279179,extremely wet,2
110335595,wet,2
110309355,wet,2
110321163,wet,2
110311979,wet,2
110280491,wet,2
110315916,normal range,2
110010220,normal range,2
110318540,wet,2
110277868,wet,2
110052204,normal range,2
110061388,normal range,2
110281804,normal range,2
110067948,normal range,2
110287052,normal range,2
110085004,normal range,2
110372332,normal range,2
110321164,normal range,2
110104684,normal range,2
110109932,normal range,2
110115180,wet,2
110124364,wet,2
110128300,wet,2
110327724,extremely wet,2
110292300,normal range,2
110329036,wet,2
110296236,normal range,2
110300172,wet,2
110166348,extremely wet,2
110304108,extremely wet,2
110175532,normal range,2
110180780,normal range,2
110305420,normal range,2
110309356,normal range,2
110314604,normal range,2
110394636,normal range,2
110330348,normal range,2
110331660,normal range,2
110360524,extremely wet,2
110239820,extremely wet,2
110334284,extremely wet,2
110247692,extremely wet,2
110386764,normal range,2
110364460,normal range,2
110339532,wet,2
110338220,extremely wet,2
110262125,wet,2
110322477,wet,2
110323789,wet,2
110031213,wet,2
110263437,wet,2
110267373,normal range,2
110040397,normal range,2
110046957,normal range,2
110054829,normal range,2
110269997,normal range,2
110271309,normal range,2
110067949,normal range,2
110272621,normal range,2
110388077,normal range,2
110095501,normal range,2
110281805,normal range,2
110117805,normal range,2
110283117,normal range,2
110346093,normal range,2
110348717,normal range,2
110284429,normal range,2
110157165,normal range,2
110285741,wet,2
110163725,extremely wet,2
110287053,extremely wet,2
110289677,extremely wet,2
110182093,normal range,2
110336909,extremely wet,2
110193901,normal range,2
110205709,extremely wet,2
110290989,wet,2
110292301,extremely wet,2
110306733,normal range,2
110218829,normal range,2
110294925,normal range,2
110308045,wet,2
110225389,normal range,2
110310669,wet,2
110233261,normal range,2
110315917,normal range,2
110241133,normal range,2
110317229,normal range,2
110321165,normal range,2
110294926,normal range,2
110006286,normal range,2
110297550,normal range,2
110351342,normal range,2
110025966,normal range,2
110032526,extremely wet,2
110314606,normal range,2
110048270,normal range,2
110298862,wet,2
110300174,extremely wet,2
110386766,extremely wet,2
110064014,normal range,2
110069262,wet,2
110269998,extremely wet,2
110078446,normal range,2
110271310,wet,2
110272622,wet,2
110280494,wet,2
110283118,wet,2
110123054,wet,2
110133550,wet,2
110308046,wet,2
110137486,normal range,2
110284430,normal range,2
110285742,normal range,2
110310670,normal range,2
110170286,normal range,2
110311982,normal range,2
110327726,normal range,2
110353966,normal range,2
110184718,normal range,2
110288366,normal range,2
110348718,extremely wet,2
110209646,extremely wet,2
110355278,extremely wet,2
110325102,extremely wet,2
110235886,normal range,2
110313294,normal range,2
110332974,wet,2
110334286,normal range,2
110401198,normal range,2
110242447,normal range,2
110011535,normal range,2
110245071,normal range,2
110016783,normal range,2
110029903,extremely wet,2
110037775,extremely wet,2
110041711,extremely wet,2
110056143,extremely wet,2
110249007,wet,2
110062703,wet,2
110251631,wet,2
110073199,extremely wet,2
110279183,wet,2
110331663,wet,2
110335599,normal range,2
110252943,wet,2
110254255,normal range,2
110083695,normal range,2
110280495,normal range,2
110098127,normal range,2
110259503,normal range,2
110255567,normal range,2
110364463,normal range,2
110108623,normal range,2
110260815,normal range,2
110120431,normal range,2
110263439,wet,2
110288367,extremely wet,2
110264751,extremely wet,2
110269999,extremely wet,2
110304111,normal range,2
110306735,normal range,2
110271311,normal range,2
110175535,normal range,2
110180783,normal range,2
110322479,normal range,2
110184719,normal range,2
110256879,normal range,2
110201775,normal range,2
110205711,normal range,2
110213583,normal range,2
110225391,normal range,2
110273935,normal range,2
110275247,normal range,2
110276559,normal range,2
110003664,normal range,2
110356592,normal range,2
110288368,extremely wet,2
110015472,extremely wet,2
110292304,extremely wet,2
110359216,extremely wet,2
110031216,wet,2
110334288,wet,2
110270000,extremely wet,2
110044336,extremely wet,2
110364464,wet,2
110294928,normal range,2
110058768,normal range,2
110297552,normal range,2
110272624,normal range,2
110070576,normal range,2
110075824,normal range,2
110082384,normal range,2
110104688,normal range,2
110275248,normal range,2
110302800,normal range,2
110126992,normal range,2
110277872,normal range,2
110309360,normal range,2
110310672,normal range,2
110149296,normal range,2
110154544,wet,2
110340848,wet,2
110279184,wet,2
110184720,extremely wet,2
110192592,wet,2
110205712,extremely wet,2
110315920,normal range,2
110213584,extremely wet,2
110409072,normal range,2
110220144,wet,2
110317232,normal range,2
110231952,normal range,2
110318544,wet,2
110242448,extremely wet,2
110319856,normal range,2
110260816,extremely wet,2
110322480,extremely wet,2
110332976,extremely wet,2
110020721,extremely wet,2
110319857,extremely wet,2
110287057,wet,2
110032529,wet,2
110321169,wet,2
110268689,wet,2
110087633,wet,2
110270001,wet,2
110271313,wet,2
110317233,wet,2
110102065,normal range,2
110123057,normal range,2
110335601,wet,2
110130929,normal range,2
110147985,normal range,2
110292305,normal range,2
110276561,normal range,2
110277873,normal range,2
110294929,normal range,2
110296241,normal range,2
110182097,normal range,2
110195217,normal range,2
110298865,normal range,2
110280497,normal range,2
110302801,normal range,2
110217521,normal range,2
110304113,normal range,2
110363153,extremely wet,2
110281809,normal range,2
110239825,normal range,2
110308049,normal range,2
110306737,wet,2
110260817,normal range,2
110003666,normal range,2
110007602,normal range,2
110259506,normal range,2
110016786,extremely wet,2
110260818,wet,2
110292306,extremely wet,2
110374962,normal range,2
110290994,extremely wet,2
110039090,wet,2
110048274,wet,2
110293618,wet,2
110060082,wet,2
110263442,wet,2
110264754,wet,2
110066642,wet,2
110074514,wet,2
110078450,wet,2
110091570,normal range,2
110095506,normal range,2
110266066,wet,2
110267378,normal range,2
110268690,normal range,2
110270002,wet,2
110271314,normal range,2
